STT,Tên món,Giới thiệu,Loại món,Khẩu phần,Time Cooking,Nguyên liệu,Sơ chế,Cách làm,Cách dùng,Mách nhỏ,Tags,Calories,Fat Amount,Fiber Amount,Sugar Amount,Protein Amount,Link Ảnh
381,Bánh gạo xào cay,"Món bánh truyền thống Hàn Quốc thật dễ làm và đúng vị với công thức đơn giản này. Bánh gạo thấm vị, cay thơm tương ớt, nay có thêm thịt gà mềm tăng độ ngon cho món ăn. Một món thích hợp để ăn vặt hoặc đãi bạn bè trong những lúc họp mặt hàn huyên. Cái dẻo ngon của bánh gạo còn thu hút cả mấy nhóc và các cô, cậu bé tuổi teen nhà mình nữa đó!",Món mặn,4 người,45,"Bánh gạo: 300g, Gà má đùi: 150g, Nấm đông cô tươi: 50g, Bắp cải: 100g, Hành tây: 1/2 củ, Boa-rô: 1 cây, Tỏi băm, mè rang, Đường, tương ớt Hàn Quốc, dầu ăn, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Gà","– Gà má đùi lọc bỏ xương, cắt miếng vừa ăn, ướp với 1/2m hạt nêm Aji-ngon® Gà, 1/2M tương ớt Hàn Quốc, để thấm. – Nấm đông cô cắt lát. Bắp cải cắt miếng vừa ăn. Hành tây cắt múi cau. Boa-rô cọng cắt lát xéo, lá cắt nhỏ.","– Đun sôi nước, cho vào 1/2m hạt nêm Aji-ngon® Gà, rồi cho bánh gạo vào luộc chín, vớt ra, xả nước lạnh, để ráo. – Pha hỗn hợp xào: 1/2m hạt nêm Aji-ngon® Gà, 2M tương ớt Hàn Quốc, 1/3m bột ngọt AJI-NO-MOTO®, 1/2m đường, 1 chén nước nóng, khuấy tan. – Phi thơm tỏi băm với 3M dầu ăn, cho thịt gà vào xào săn, cho hành tây, hành boa-rô, bắp cải, nấm đông cô vào xào chín, tiếp tục cho bánh gạo vào đảo sơ, rồi cho hỗn hợp xào vào, đảo đều đến khi hỗn hợp bám đều vào bánh gạo, nước hơi sệt lại, cho lá boa-rô vào, tắt lửa.”","– Cho bánh gạo xào ra dĩa, rắc mè rang lên, dùng nóng. – Bánh gạo mềm, dẻo thấm gia vị, nước sốt cay cay the the","– Luộc bánh gạo để bánh gạo mềm vừa ăn, khi xào xong không bị cứng. – Khi luộc bánh gạo cho ít hạt nêm để bánh gạo sẽ có vị vừa ăn. – Món ăn đi kèm: Trà sữa hạt é sương sâm","bánh gạo, món Hàn Quốc, tokbokki",350,13,7,23,7,https://monngonmoingay.com/wp-content/uploads/2021/11/banh-gao-xao-cay-880.jpg
382,Canh nghêu mồng tơi,"Là món ăn dân dã, rất dễ chế biến, được nhiều người ưa chuộng, rẻ tiền và phù hợp lúc thời tiết nóng nực.",Món mặn,4 người,15,"Nghêu: 500g, Rau mồng tơi, Sả, gừng, hành tím, ớt hiểm, Nước mắm, muối, tiêu, dầu ăn, Hạt nêm Aji-ngon® Heo, Giấm gạo lên men Ajinomoto, Bột ngọt AJI-NO-MOTO®","– Nghêu rửa sạch, luộc vừa chín tới, ướp với 1m nước mắm và 1/2m bột ngọt AJI-NO-MOTO® – Nước luộc nghêu lọc qua rây, đổ nhẹ tay bỏ phần cát lắng ở đáy nồi. – Sả, ớt hiểm đập dập. Gừng cắt lát. Hành tím đập dập, bằm nhuyễn.","– Đun nóng dầu, phi thơm hành, cho thịt nghêu vào xào sơ, trút ra dĩa. – Đun sôi nước luộc nghêu, cho sả, gừng, ớt vào nồi nước luộc và nêm 2m hạt nêm Aji-ngon®, 1m muối, 1m nước mắm, 1M Giấm gạo lên men LISA®, sau đó cho rau mồng tơi vào nấu chín và cuối cùng là cho nghêu vào rồi tắt bếp.","– Múc canh ra tô, rắc thêm tiêu, dùng nóng.",– Nghêu luộc vừa chín tới thịt sẽ mềm và ngon hơn. – Sử dụng Giấm gạo lên men LISA® khi nêm sẽ làm món canh nghêu tăng thêm hương vị.,"canh ngheu, mồng tơi",489,18,9,30,35,https://monngonmoingay.com/wp-content/uploads/2015/08/6.canhngheunauraumungtoi2.png
383,Mực nhồi gạo lức rim,"Món mực rim đậm đà lạ miệng có vị giòn giòn dai dai, trong là nhân gạo lức dẻo mềm được chế biến khéo léo, ăn cùng với cơm trắng rưới đẫm nước sốt sánh sệt, chắc chắn sẽ khiến bữa cơm sum vầy tân niên thêm hấp dẫn và “khó cưỡng”.",Món mặn,4 người,25,"Mực ống   400g, Gạo lức  100g, Gạo nếp   20g, Đậu Hà Lan trái  50g, Bắp Mỹ   100g, Gừng cắt sợi  10g  Hành tím băm  Hành lá, ngò rí, Hành tím băm, Hành lá, ngò rí, Bột ngọt AJI-NO-MOTO®, Nước tương ""Phú Sĩ"", Hạt nêm Aji-ngon® Heo","– Trộn chung gạo lức với nếp, vo sạch, ngâm nước khoảng 2 tiếng. Cho vào nồi nấu chín. 
– Mực ống làm sạch. Râu mực cắt hạt lựu nhỏ. Đậu Hà Lan, bắp Mỹ, hành lá cắt nhỏ.","– Xào nhân: Phi thơm gừng cắt sợi và hành tím băm, cho râu mực, đậu Hà Lan, bắp Mỹ vào xào chín tới, nêm 1/2m hạt nêm Aji-ngon®, 1/4m bột ngọt AJI-NO-MOTO®, 1/2M nước tương “”Phú Sĩ””, 1m dầu mè, ít tiêu, cuối cùng cho cơm gạo lức vào đảo đều, tắt lửa, để nguội. 
– Sốt rim: Hòa tan hỗn hợp 1/2m bột ngọt AJI-NO-MOTO®, 1M đường, 1m rượu, 3M nước tương “”Phú Sĩ””, 1/2 chén nước. 
– Nhồi nhân vào mực, dùng tăm ghim đầu vào. Cho mực vào áp chảo cho xém mặt rồi cho sốt kho vào nấu sôi, giảm lửa vừa, rim đến khi nước cạn bớt, hơi sệt lại, tắt lửa, cho hành lá vào.","– Mực cắt khoanh vừa ăn, xếp ra dĩa, cho nước sốt lên, dùng nóng với cơm.","– Rim mực với lửa nhỏ để mực thấm đều vị. 
– Trộn gạo lức với gạo nếp để phần nhân có độ kết dính.","các món ăn từ gạo lức, gạo lức, mực nhồi",529,40,7,17,27,https://monngonmoingay.com/wp-content/uploads/2016/12/Muc-540.png
384,Trứng chiên cốm xanh,Món trứng chiên cốm xanh thơm mùi cốm xanh tươi sẽ truỵền cảm xúc thương yêu đến những người thân trong gia đình.,Món mặn,4 người,50,"Trứng cút: 12 quả, Giò sống: 150g, Cốm xanh khô: 100g, Trứng gà: 1 quả, Cần tây: 1 cọng, Xà lách xoong: 1 ít, Cà chua bi: 5 quả, Tiêu, tương xí muội, bột bắp, dầu ăn, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản","– Trứng cút luộc chín, bóc vỏ. Xà lách xoong và cà chua bi rửa sạch, để ráo. Trứng gà đánh tan. – Cần tây tước bỏ xơ, cắt hạt lựu, trộn chung với giò sống và 1m tiêu đập dập. Bọc giò sống xung quanh quả trứng cút thành hình bầu dục, to bằng quả trứng gà ta, lăn qua bột bắp, nhúng qua trứng rồi tẩm cốm xanh xung quanh.","– Đun nóng dầu, cho trứng cút tẩm cốm xanh vào chiên chín vàng, vớt ra để ráo dầu. – Trộn xốt: trộn đều 2M xốt Mayonnaise Aji-mayo® với 1M tương xí muội.","– Xếp trứng chiên cốm xanh ra dĩa, trang trí xung quanh với xà lách xoong và cà chua bi, khi ăn chấm với xốt Mayonnaise Aji-mayo® trộn tương xí muội.","Nếu làm số lượng lớn nên hấp chín trước, khi chiên sẽ nhanh hơn. Xoa bột bắp vào tay trước khi bọc trứng với giò sống sẽ đỡ bị dính tay hơn.","món trứng ngon, trứng chiên",211,40,5,19,16,https://monngonmoingay.com/wp-content/uploads/2015/08/IMG-5609-trung-chien-com-xanh.png
385,Bầu xào giò thủ,"Cho bầu xào giò thủ ra dĩa, rắc thêm tiêu, chấm kèm với nước tương ""Phú Sĩ"" và ớt cắt lát, dùng nóng với cơm.",Món mặn,4 người,30,"Bầu non    400g, Giò thủ     100g, Nấm hương khô    5 tai, Ớt sừng     1 trái, Rau húng quế    1 nhánh, Hành tỏi băm    1M, ĂN KÈM: cơm, ớt cắt nhỏ, Gia vị: tiêu, đường, dầu ăn, Hạt nêm Aji-ngon® Heo, Bột ngọt AJI-NO-MOTO®, Nước tương ""Phú Sĩ""","– Bầu để nguyên vỏ, cắt que 0.5cm. Nấm hương ngâm nở, rửa sạch, cắt sợi. – Ớt sừng bỏ hạt, cắt xéo hình thoi. Húng quế cắt khúc 1cm. – Giò thủ cắt que 0.5cm.","Phi thơm hành tỏi băm với dầu ăn, cho nấm hương vào xào sơ rồi cho bầu vào, nêm 1.5m hạt nêm Aji-ngon®, 1/2m bột ngọt AJI-NO-MOTO®, 1/2m đường, xào cho nguyên liệu vừa tái chín thì cho giò thủ và ớt sừng vào, đảo đều, tắt lửa, cho húng quế vào xóc đều.","Cho bầu xào giò thủ ra dĩa, rắc thêm tiêu, chấm kèm với nước tương “Phú Sĩ” và ớt cắt lát, dùng nóng với cơm.",– Để nguyên vỏ của bầu để bầu xào xong được giòn – Xào lửa lớn để nguyên liệu nhanh chín sẽ không chảy nước.,"bầu, bầu xào, giò thủ, mon xao de lam",448,25,4,27,21,https://monngonmoingay.com/wp-content/uploads/2019/04/bao-xao-gio-thu-500.jpg
386,Đùi gà Barbecue,"Món đùi gà barbecue với phần ngoài chín xém vàng nâu bắt mắt, bên trong không bị khô. Vị gà mềm ngọt quyện với nước xốt thịt ngon tuyệt vời. Vào bếp để thỏa cơn thèm nào!
🍗 Xem thêm: Các món ăn ngon từ gà",Món mặn,4 người,50,"Đùi tỏi gà: 5 cái (Loại nhỏ, tổng lượng khoảng 800gr), Rau xà lách, đồ chua, Hành tây: 1 củ, Tỏi băm: 1M, Bơ lạt: 1M, Gia vị: 	Đường vàng, ớt bột, muối, tiêu, bột đinh hương, lá oregano khô, mật ong, mù tạc vàng, dầu ăn, tương cà, Giấm gạo lên men Ajinomoto, Hạt nêm Aji-ngon® Heo, Nước tương ""Phú Sĩ""",Đùi tỏi gà khứa xéo vài đường. Hành tây băm nhỏ.,"– Làm xốt BBQ: phi thơm tỏi băm và hành tây băm với 3M dầu ăn, nêm 1/3m bột đinh hương, 1/2m muối, 1/2m lá oregano, 1m ớt bột, 1m mù tạc vàng, 2m hạt nêm Aji-ngon® Heo, 1M giấm gạo lên men Ajinomoto, 1M mật ong, 2M đường vàng, 2M nước tương “Phú Sĩ”, 1/2 chén tương cà, 1/2 chén nước, 1M bơ lạt đun sôi lửa nhẹ cho sánh lại, cho thêm 1/2m tiêu vào, tắt lửa. – Ướp 2/3 lượng xốt BBQ lên đùi gà, để thấm 10 phút, áp chảo sơ cho gà săn, rồi nướng khoảng 25-30’ với 230 độ cho đùi gà chín. Thỉnh thoảng phết xốt lên cho bám đều vào đùi gà. Thử gà bằng cách xiên tăm chỗ thịt dầy nhất, nước chảy ra trong, không còn đỏ hồng là chín.","Bày đùi gà BBQ ra dĩa và ăn kèm với xà lách, đồ chua. 🍲Món ăn ngon đi kèm: Tim heo xào măng tây",– Phết xốt nhiều lần trong khi nướng để thịt thấm vị. – Khứa xéo đùi gà giúp thấm gia vị và nướng mau chín đều.,"barbecue, BBQ, đùi gà, món nướng ngon",422,39,4,17,40,https://monngonmoingay.com/wp-content/uploads/2018/08/dui-ga-barcecue.jpg
387,Cá nướng xốt Mayo khoai tây,"Để bé chịu ăn cá nhiều hơn, mẹ chỉ cần biến tấu một chút khi kết hợp cá với nước xốt khoai tây beo béo, thơm nhẹ mùi oregano mang chút vị Âu. Vừa thơm mùi cá nướng, vừa ngọt thịt chín tới, lại kết hợp cùng xốt khoai tây, đây chắc chắn sẽ là “món tủ” yêu thích của bé.",Món mặn,4 người,35,"Cá bớp fillet   250g, Khoai tây   2 củ, Sữa tươi có đường  3M, Nước cốt chanh  1M, Ớt khô    1m, Gừng băm, Lá oregano khô, ớt bột paprika, Muối, đường, nước mắm, rượu trắng, dầu điều, dầu ăn, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Heo, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản","– Cá bớp file, cắt lát mỏng, ướp với 1m hạt nêm Aji-ngon®, 1/3m bột ngọt AJI-NO-MOTO®, 1/2m ớt khô, 1m gừng băm, 2M rượu trắng, 1/2M nước mắm, 1M dầu điều, 1M nước cốt chanh, để thấm 15 phút. 
– Khoai tây gọt vỏ rửa sạch, luộc chín, lấy 1/2 củ khoai tây nghiền nhuyễn, còn lại cắt múi cau.","– Pha sốt nướng: 1/2m đường, 1/3m ớt bột paprica, 1/3m oregano, 2M khoai tây nghiền, 4M sữa tươi, 3M xốt Mayonnaise Aji-Mayo®, cho hỗn hợp vào xay nhuyễn, rồi cho vào túi tam giác. Múc 1M xốt nướng cho cá bớp, trộn đều. 
– Xếp giấy bạc hình chữ nhật, xếp một lớp cá, một lớp khoai tây cắt múi cau, cho vào lò, nướng ở nhiệt độ 175 độ C trong vòng 10 phút, lấy ra bắt sốt lên mặt, rắc ít lá oregano lên trên, nướng thêm 5 phút cho màu đẹp hơn.","– Lấy cá ra khỏi lò, rắc ớt bột paprika lên trên, dùng nóng.",– Ướp cá với sốt nướng để tăng thêm độ béo cho cá và làm cá không bị khô. – Ướp lá oregano vào cá trước khi nướng để tạo mùi thơm đặc trưng.,"cá nướng, cá nướng khoai tây",521,12,10,17,40,https://monngonmoingay.com/wp-content/uploads/2016/12/Ca-nuong-sot-mayo-540.png
388,Gỏi nha đam,"Gỏi nha đam là một món rất lạ miệng, thực hiện vô cùng đơn giản, rất tốt cho cơ thể, giúp thanh nhiệt, làm cho da tươi trẻ mịn màng, có hiệu quả trong việc giảm cân.
🥗 Xem thêm các món gỏi trộn ngon",Món mặn,4 người,20,"Nha đam: 200g, Tôm đất: 100g, Cà rốt: 1/3 củ, Dưa leo: 1/2 trái, Rau húng lủi: 1 ít, Hành phi, mè rang, ớt sừng băm, Nước mắm, đường, muối, Hạt nêm Aji-ngon® Heo, Giấm gạo lên men Ajinomoto","Nha đam bào vỏ, ngâm nước, chần sơ qua nước sôi có chút muối rồi ngâm vào nước đá cho nguội, vớt ra để ráo, cắt sợi. Tôm luộc chín có 1/2m hạt nêm Aji-ngon®, vớt tôm ra, cho vào tô nước đá, bóc vỏ, chừa đuôi. Cà rốt bào vỏ, cắt sợi. Dưa leo bỏ ruột, cắt sợi. Rau húng lủi rửa sạch, cắt nhuyễn.","🫕 Pha nước trộn gỏi: trộn đều 2M giấm gạo lên men của Ajinomoto với 2M đường, 2M nước mắm và 1M ớt băm. 🥙 Trộn gỏi: cho nha đam, cà rốt, dưa leo, rau húng lủi và tôm vào tô, trộn đều với nước trộn gỏi.","Cho gỏi nha đam ra dĩa, rắc mè rang và hành phi lên trên. 🍹 Tham khảo thêm: Giải nhiệt mùa hè với nước nha đam đường phèn",✅ Chần sơ nha đam để loại bỏ nhớt và mùi hăng. ✅ Nên trộn gỏi nhẹ tay để nha đam không bị chảy nước.,"cách làm gỏi, gỏi ngon, gỏi nha đam, món giảm cân",262,39,4,17,10,https://monngonmoingay.com/wp-content/uploads/2015/08/IMG-0156-goi-nha-dam.png
389,Bánh crepe xếp tầng,"Bánh crepe xếp tầng thơm mùi socola và kem sữa tươi, mềm, màu nâu đặc trung của socola và màu kem trắng.",Món mặn,4 người,45,"Kem sữa tươi (topping): 150g, Xốt socola: 2M, Trứng gà: 1 quả, Nước cốt dừa: 70g, Bột năng: 25g, Gia vị: bơ lạt, Bột bánh rán pha sẵn vị Sô-Cô-La","– Kem sữa tươi: đánh bông. – Trứng gà: Lấy lòng đỏ. – Pha hỗn hợp bánh: Trộn đều 1 gói bột bánh rán và 25g bột năng, rây mịn. Trộn đều nước cốt dừa, 200g nước, 1 lòng đỏ trứng gà, bột, rây vài lần cho mịn.","Làm nóng chảo, dùng chổi phết ít bơ lên mặt chảo, cho bột vào tráng bánh mỏng, đợi bánh se lại thì lấy ra để nguội, lần lượt làm đến hết bột","Đặt mặt bánh mịn lên trên, cho kem lên trên, tiếp tục cho bánh, làm lần lượt đến khi hết bánh và kem, cuối cùng trang trí kem, xốt socola lên trên, trang trí thêm kẹo đường hoặc lá húng lủi tùy thích. Dùng lạnh sẽ ngon hơn","– Xếp bánh và kem các lớp mỏng đều nhau sẽ giúp bánh ngon và đẹp mắt hơn. – Làm xong bánh nên để lạnh khoảng 30 phút khi dùng sẽ ngon hơn. – Nếu muốn bánh đẹp mắt hơn có thể pha kem với các loại mùi vị khác nhau như dâu, matcha,…",bánh crepe,182,26,8,16,38,Image link not found
390,Canh hến nấu bầu,"Món canh bình dị, thân quen, có vị thanh mát giúp làm giảm sự mệt mỏi vì nóng, thông tiểu, nhuận tràng.",Món mặn,4 người,30,"Thịt hến: 150g, Bầu: 300g, Cà rốt: 50g, Hành lá: 2 cây, Thì là: 2 cây, Hành tím băm: 1M, Muối, tiêu, nước mắm, dầu ăn, Bột ngọt AJI-NO-MOTO®","– Thịt hến ướp với 1/2m muối, 1/2m tiêu và 1/2m bột ngọt AJI-NO-MOTO®, để thấm. Phi thơm hành tím băm, cho hến vào xào sơ. – Bầu gọt vỏ, băm sợi. Cà rốt bào mỏng, cắt sợi. Hành lá, thì là rửa sạch, cắt nhỏ.","– Nước luộc hến lấy phần nước trong, đun sôi , cho cà rốt vào, đợi sôi lại cho bầu vào, bầu chín cho hến vào, nêm 1m muối và 1m bột ngọt AJI-NO-MOTO®, thêm hành lá, thì là và tiêu, tắt bếp.","– Múc canh bầu nấu hến ra tô, dùng nóng với cơm.","Chọn bầu sao có da màu xanh đậm lẫn những đốm trắng, chọn trái thon sẽ ít ruột hơn. Không nấu hến quá lâu để hến không bị dai và giữ được vị ngọt.","bầu, canh hến, món canh dễ nấu",320,31,8,24,6,https://monngonmoingay.com/wp-content/uploads/2015/08/IMG-0233-canh-hen-nau-bau.png
391,Canh cua rau cần,"Một món ăn miền Bắc thân thương, dậy tình làng xóm nhưng rất ngon miệng cho những ngày Đông - canh cua rau cần. Bạn đã tưởng tượng ra hình ảnh bát canh rau cần nghi ngút khói với những miếng thịt cua ngon ngọt, thơm lừng chưa nhỉ. Xắn tay áo, vào bếp thôi!",Món mặn,4 người,35,"Cua xay      200g, Cà chua     2 quả ( 200g ), Rau cần nước    200g, Mẻ ( đã lọc)    2M, Hành tím băm   1M, RAU NÊM: Hành lá, ĂN KÈM: Cơm trắng, Dầu ăn, nước mắm, Bột canh, Bột ngọt AJI-NO-MOTO®","– Lọc phần cua thịt với 1 lít nước, phần gạch cua để riêng. Cà chua rửa sạch bổ múi cau, rau cần rửa sạch cắt khúc vừa ăn, hành lá thái nhỏ.  
– Cho phần nước dùng cua lên bếp đun, và cho thêm 1.5m BỘT CANH của Ajinomoto, đun sôi vặn nhỏ lửa đến khi thịt cua chín và nổi lên, nước trong lại thì tắt bếp, vớt phần thịt cua ra đĩa.","– Phi thơm hành tím với 2M dầu ăn, phi nhỏ lửa đến khi hành vàng đều và dậy mùi thơm thì cho phần gạch cua vào, nêm 1,5M nước mắm đảo thơm.
– Cho tiếp phần cà chua vào thêm 2M nước, 1/2m bột ngọt AJI-NO-MOTO®, cho nước dùng cua vào đun sôi, 3M mẻ đun sôi trở lại, nêm nếm vừa vị cho phần rau cần, và phần thịt cua vào và tắt bếp.”","– Múc canh riêu ra tô nêm hành lá, có thể trang trí với ớt cắt lát, ăn cùng với cơm.","– Cho bột canh vào lúc nấu nước cua sẽ giúp thịt cua có hương vị đậm đà, thơm ngon hơn.   
– Sử dụng mẻ để nước cua có hương vị đặc trưng của món canh miền Bắc.","canh chua, canh cua, canh cua rau can, cua, món canh dễ nấu, món canh ngon",466,11,5,21,38,https://monngonmoingay.com/wp-content/uploads/2018/02/canh-cua-rau-can-500-min.jpg
